Ticker,Name,Yahoo,ISIN,Symbol,YahooSymbol,Akt. Kurs,Währung,Perf %,Score,CRV,Elliott-Signal,Elliott-Einstieg,Elliott-Ausstieg,MC-Chance,Zyklus %,Zyklus-Status,ROE %,Debt/Equity,Div. Rendite %,FCF,Enterprise Value,Revenue,FCF Yield %,Growth %,Margin %,Rule of 40,Current Ratio,Institutional Ownership %,Radar Vector,PE,ConfidenceScore,ConfidenceLabel,ConfidenceBreakdown,Sektor,Akt. Kurs [€],Volatility,DownsideDev,MaxDrawdown,AvgVolume,DollarVolume,SMA200,Trend200,MarketRegimeStock,MarketTrend200Stock,MarketRegimeCrypto,MarketTrend200Crypto,MarketDate,RS3M,Sector,Industry,Country,Currency,Perf 1D %,Perf 1Y %
ETH,ETHEREUM (KRYPTO),ETH-EUR,ETH,ETH-EUR,ETH-EUR,1624.5361328125,EUR,-26.75946889855777,0.0,0.0,Seitwärts,0.0,0.0,45.6,33.5,Zyklus-neutral,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 66.47, 25.0]",0.0,50.0,MED,{},Kryptowährungen 🪙,2990.28,0.6537002842115507,0.4424513384241956,0.6246145246233228,17587601785.9,"2,85716945907122E+016",2937.432410888672,-0.4469536977972462,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.0965811506372809,Cryptocurrency,Digital Currency,Global,EUR,-5.392981114922835,-26.75946889855777
US3073051027,FANUC CORP.,FANUY,US3073051027,FANUY,FANUY,22.649999618530277,USD,59.23299434376741,0.0,0.0,Seitwärts,0.0,0.0,66.4,60.4,Zyklus-neutral,9.37,100.0,153.0,0.0,-659248840704.0,835426975744.0,-0.0,9.5,19.35,28.85,6859.0,0.26,"[19.0, 18.74, 0.0, 39.61, 5.97]",33.14925,26.8,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.08053691275167785, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Hardware 💻,20.6,0.394638096411409,0.2277932229508484,0.2552492722382355,528142.5,11962427.423529623,16.2103000164032,0.397259741991866,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.407796620932302,Industrials,Specialty Industrial Machinery,Japan,USD,1.070949454494885,59.23299434376741
CA32076V1031,FIRST MAJESTIC,AG.TO,CA32076V1031,AG.TO,AG.TO,43.63999938964844,CAD,466.8538946212073,100.1,6.88,BUY,38.2,54.45,75.9,36.4,Zyklus-neutral,4.21,7886.0,9.0,215490000.0,15916909568.0,965571008.0,1.35,95.1,7.07,102.17,3379.0,54.01,"[100.0, 8.42, 0.0, 83.64, 22.11]",26.672178,,,,Edelmetalle ⛏️,34.68,0.7099719365004071,0.4546743007244634,0.3012999364311738,2267225.85,98941734.71019515,18.09099566936493,1.4122497283854796,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,1.477313244151114,Basic Materials,Silver,Canada,CAD,2.465365656958673,466.8538946212073
US3364331070,FIRST SOLAR INC,FSLR,US3364331070,FSLR,FSLR,197.1999969482422,USD,44.80834744773266,0.0,0.0,Seitwärts,0.0,0.0,59.4,31.0,Zyklus-neutral,16.86,9893.0,0.0,168763744.0,23129389056.0,5050625024.0,0.73,79.7,27.73,107.43,1.91,103.86,"[100.0, 33.72, 0.0, 69.03, 32.13]",9.727635,30.1,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.5838926174496645, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Energie,236.58,0.6444293381282656,0.4356488534896676,0.3070733353743441,2997350.4,591077489.7328125,214.89895042419437,-0.0823594226077686,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.2878253673537829,Technology,Solar,United States,USD,-1.4492798934614748,44.80834744773266
US34379V1035,FLUENCE ENER.,FLNC,US34379V1035,FLNC,FLNC,15.539999961853027,USD,171.67833097651837,0.0,0.0,Seitwärts,0.0,0.0,61.3,3.7,Zyklus-Tief,-14.46,82778.0,0.0,-98396624.0,2566774016.0,2551276032.0,-3.83,154.4,-2.04,152.36,1483.0,75.93,"[100.0, 0.0, 0.0, 96.3, 0.0]",87.467186,23.0,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.3691275167785235, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Experimente,29.21,1.1015154077838722,0.7076215985620512,0.5178405155889505,7099195.85,110321503.23818716,13.973325016498563,0.1121189798064998,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.1939406257639364,Utilities,Utilities - Renewable,United States,USD,-4.074078827183159,171.67833097651837
US35671D8570,FREEPORT-MCMORAN,FCX,US35671D8570,FCX,FCX,68.08000183105469,USD,87.01469793378878,0.0,0.0,Seitwärts,0.0,0.0,65.4,37.1,Zyklus-neutral,13.95,33768.0,95.0,1371124992.0,106995998720.0,25915000832.0,1.28,-1.5,8.51,7.01,2291.0,85.98,"[0.0, 27.9, 0.0, 62.93, 14.34]",18.48081,28.3,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.738255033557047, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Fundament,62.52,0.5072809828135352,0.4305492137667054,0.3222506052322679,19348923.65,1317274757.5209372,46.18990198135376,0.4739152695872286,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.6069422957947002,Basic Materials,Copper,United States,USD,-0.4387180965385151,87.01469793378878
DE0005785802,FRESEN.MED.CARE,FME.DE,DE0005785802,FME.DE,FME.DE,39.45000076293945,USD,-10.967934502390708,10.02,0.0,Seitwärts,0.0,0.0,60.1,93.6,Zyklus-Hoch,0.0,72403.0,749.0,0.0,1.0,28795244.0,0.0,0.0,-80.39,-80.39,247.0,14.23,"[0.0, 0.0, 0.0, 6.36, 25.0]",0.0,,,,Pharma & Gesundheit,37.13,0.3012868896369107,0.2904107982818826,0.3144054905473211,1004548.15,39629425.28390942,43.52706607818604,-0.0936673587859817,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.0708713875842382,Healthcare,Medical Care Facilities,Germany,USD,0.5864343066744215,-10.967934502390708
GB00B2QPKJ12,FRESNILLO PLC,FRES.L,GB00B2QPKJ12,FRES.L,FRES.L,4240.0,GBp,464.5229800744195,96.25,5.71,BUY,4472.0,5968.4,85.5,21.4,Zyklus-neutral,13.85,20456.0,90.0,1243160320.0,27399075840.0,3944284928.0,4.54,30.1,11.56,41.66,5092.0,15.79,"[60.2, 27.7, 0.0, 98.63, 15.53]",15.260902,,,,Edelmetalle ⛏️,4140.0,0.5037715402693738,0.3433932021589147,0.2085235920852359,1155863.45,4900861028.0,2376.190514526367,0.7843687086871212,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.6931851263844848,Basic Materials,Other Precious Metals & Mining,Mexico,GBp,3.3138401559454245,464.5229800744195
CA38171A2092,GOLIATH RES,GOT.V,CA38171A2092,GOT.V,GOT.V,2.299999952316284,CAD,48.38709826275913,0.0,0.0,Seitwärts,0.0,0.0,50.2,50.0,Zyklus-neutral,-164.74,100.0,0.0,-20772268.0,394225856.0,1.0,-5.27,0.0,0.0,0.0,5955.0,11.76,"[0.0, 0.0, 0.0, 50.0, 88.14]",-13.722221,14.6,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.03355704697986572, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Edelmetalle ⛏️,2.56,0.6875585836071253,0.3414230071838351,0.362170118014397,666757.45,1533542.1032065272,2.4703500002622603,-0.0689578593834441,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.1172935095518749,Basic Materials,Other Precious Metals & Mining,Canada,CAD,-0.8620681681899223,48.38709826275913
US4227041062,HECLA MNG,HL,US4227041062,HL,HL,24.90999984741211,USD,386.7191317774798,0.0,0.0,Seitwärts,0.0,0.0,73.7,12.4,Zyklus-Tief,8.88,11711.0,7.0,107837000.0,15551884288.0,1224562944.0,0.69,67.1,16.27,83.37,2153.0,80.04,"[100.0, 17.76, 0.0, 87.58, 22.19]",21.58091,30.3,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.6040268456375839, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Edelmetalle ⛏️,28.27,0.7151963384946662,0.4718222936923438,0.3432882822895211,24589999.7,612536888.7748638,13.087784576416016,0.9033014871210168,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.547533520602631,Basic Materials,Other Precious Metals & Mining,United States,USD,1.5077380524898487,386.7191317774798
US45337C1027,INCYTE DL,INCY,US45337C1027,INCY,INCY,101.2699966430664,USD,37.78230835791347,0.0,0.0,Seitwärts,0.0,0.0,66.1,14.5,Zyklus-Tief,30.39,887.0,0.0,531249760.0,18516510720.0,4813105152.0,2.87,20.0,24.7,44.7,3195.0,106.03,"[40.0, 60.78, 55.65, 85.47, 21.36]",11.185932,35.8,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.4832214765100671, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Pharma & Gesundheit,103.95,0.3524788391219259,0.2536927842862617,0.2493877800143494,1951346.95,197612899.07595783,87.36674993515015,0.1591365905019499,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.0537237568368889,Healthcare,Biotechnology,United States,USD,1.1789393029771444,37.78230835791347
DE0006231004,INFINEON TECH.,IFX.DE,DE0006231004,IFX.DE,IFX.DE,45.82500076293945,EUR,27.862697308941176,0.0,0.0,Seitwärts,0.0,0.0,57.6,40.9,Zyklus-neutral,5.71,41673.0,83.0,1671250048.0,61230231552.0,14899999744.0,2.73,7.0,6.88,13.88,1721.0,55.03,"[14.0, 11.42, 0.0, 59.12, 22.1]",18.915174,25.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.4429530201342282, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Gehirn,42.32,0.3717403261334657,0.2358205291450211,0.3390797028700714,4313169.35,197650988.75443703,36.23048690795898,0.264818794165109,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.4129525999376362,Technology,Semiconductors,Germany,EUR,-2.02052530591188,27.862697308941176
US4571871023,INGREDION INC,INGR,US4571871023,INGR,INGR,117.45999908447266,USD,-7.694342025609235,50.62,0.76,BUY,117.01,127.79,47.5,29.1,Zyklus-neutral,18.1,41609.0,275.0,379000000.0,8264359936.0,7218999808.0,4.59,-2.4,10.1,7.7,2663.0,97.61,"[0.0, 36.2, 0.0, 90.9, 22.78]",10.015725,,,,Konsum & Lifestyle,116.93,0.1894089622139137,0.1409246904096405,0.2393892135153646,813166.95,95514589.2025234,121.44561332702636,-0.0328180996692019,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.087753373407394,Consumer Defensive,Packaged Foods,United States,USD,0.2731771354717027,-7.694342025609235
US47215P1066,JD.COM ADR,JD,US47215P1066,JD,JD,26.530000686645508,USD,-34.815907636224374,0.0,0.0,Seitwärts,0.0,0.0,39.9,39.2,Zyklus-neutral,11.72,36821.0,353.0,-13451249664.0,68616331264.0,1303786946560.0,-19.6,14.9,2.47,17.37,1198.0,15.54,"[29.8, 23.44, 0.0, 60.83, 42.95]",9.074207,26.1,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.5167785234899329, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",E-Commerce,29.49,0.3509465510359099,0.2097240479067576,0.3958828589543611,8215838.15,217966191.7608684,31.48002494812012,-0.1572433398522515,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.1104985419579394,Consumer Cyclical,Internet Retail,China,USD,-1.6678979363448865,-34.815907636224374
JP3236200006,KEYENCE CORP.,6861.T,JP3236200006,6861.T,6861.T,66060.0,JPY,8.568526428853307,0.0,0.0,Seitwärts,0.0,0.0,45.7,38.5,Zyklus-neutral,0.0,100.0,97.0,0.0,12400190291968.0,1118560059392.0,0.0,0.0,0.0,0.0,13552.0,35.37,"[0.0, 0.0, 0.0, 61.55, 21.55]",30.325748,30.5,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.959731543624161, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Hardware 💻,58890.0,0.3298038767657209,0.1952430692723825,0.1830050915995359,1060440.0,70052666400.0,57485.95701171875,0.1491502174441212,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.2017441670151694,Technology,Scientific & Technical Instruments,Japan,JPY,0.7165726482695423,8.568526428853307
US5006311063,KOREA EL. PWR ADR 1/2,KEP,US5006311063,KEP,KEP,19.5,USD,167.12328069181885,106.73,5.08,BUY,23.41,31.51,78.5,12.6,Zyklus-Tief,19.12,279916.0,45.0,1394938609664.0,127486264344576.0,97275598602240.0,1.09,5.6,8.47,14.07,481.0,1.78,"[11.2, 38.24, 0.0, 100.0, 30.73]",3.3700979,,,,Energie,21.38,0.5127883387682178,0.3104355700851014,0.1616509110869681,590439.75,11513575125,15.25319995880127,0.2784202693644149,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.0556419141756381,Utilities,Utilities - Regulated Electric,South Korea,USD,-12.51682728098864,167.12328069181885
US54951L1098,LUCKIN COFFEE,LC0A.MU,US54951L1098,LC0A.MU,LC0A.MU,28.799999237060547,USD,2.1276541059871645,0.0,0.0,Seitwärts,0.0,0.0,56.1,90.2,Zyklus-Hoch,27.39,41484.0,0.0,6359557632.0,94941388800.0,46124539904.0,6.7,50.2,8.48,58.68,1.66,7.79,"[100.0, 54.78, 0.0, 9.77, 32.51]",16.32204,33.6,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.26845637583892623, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Konsum & Lifestyle,32.6,0.4918319049728975,0.3481007920571377,0.3085714067731585,498.3,14351.03961982727,31.455000047683715,-0.0844063203496537,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.1028079253446594,Consumer Cyclical,Restaurants,China,USD,-4.635766524870244,2.1276541059871645
US5502411037,LUMEN TECHN.,LUMN,US5502411037,LUMN,LUMN,7.110000133514404,USD,50.63560274492536,0.0,0.0,Seitwärts,0.0,0.0,60.8,49.3,Zyklus-neutral,0.0,100.0,0.0,-5826500096.0,24455852032.0,12401999872.0,-23.82,-8.7,-14.02,-22.72,1802.0,69.05,"[0.0, 0.0, 0.0, 50.71, 38.17]",-28.083603,17.9,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.36241610738255026, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Medien & Digitales 📱,9.32,0.8245095574140405,0.5063920516988952,0.4733727760564704,16294168.85,115851542.69900624,6.413399993181229,0.1086163565462634,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.1334032745579449,Communication Services,Telecom Services,United States,USD,0.9943206255778492,50.63560274492536
FR0000121014,LVMH EO,MC.PA,FR0000121014,MC.PA,MC.PA,544.0999755859375,EUR,-19.61497210858921,46.85,0.0,Seitwärts,0.0,0.0,40.1,46.6,Zyklus-neutral,16.24,53342.0,243.0,11704625152.0,291645456384.0,80807002112.0,4.01,-4.7,13.46,8.76,1584.0,18.38,"[0.0, 32.48, 0.0, 53.38, 24.94]",20.029936,,,,Konsum & Lifestyle,589.3,0.3195364682056505,0.2083349630189597,0.3607582163034089,460363.5,250483769.11065677,538.7632266235352,0.0099055553509992,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.133098332359242,Consumer Cyclical,Luxury Goods,France,EUR,-1.3596809883889338,-19.61497210858921
CA5589221004,MAGMA SILVER,MGMA.V,CA5589221004,MGMA.V,MGMA.V,0.2800000011920929,CAD,124.00000095367432,0.0,0.0,Seitwärts,0.0,0.0,60.8,23.3,Zyklus-neutral,-2465.46,100.0,0.0,-1205764.0,23695312.0,1.0,-5.09,0.0,0.0,0.0,4323.0,0.0,"[0.0, 0.0, 0.0, 76.72, 25.0]",0.0,14.3,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Edelmetalle ⛏️,0.36,1.3807702092761696,0.6292894528499005,0.6530612275929115,534780.25,149738.47063750774,0.2219749996811151,0.2614033183661912,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.5363012083337555,Basic Materials,Other Industrial Metals & Mining,Canada,CAD,-1.7543843138140611,124.00000095367432
US57636Q1040,MASTERCARD INC,MA,US57636Q1040,MA,MA,517.2100219726562,USD,-9.736711227893055,0.0,0.0,Seitwärts,0.0,0.0,45.5,58.4,Zyklus-neutral,209.91,245288.0,64.0,16265374720.0,491219648512.0,32790999040.0,3.31,17.6,45.65,63.25,1035.0,91.48,"[35.2, 100.0, 0.0, 41.63, 24.28]",23.911453,38.8,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.785234899328859, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Finanzen,521.34,0.2424305346051996,0.1916585522070054,0.1695090215092924,4060021.2,2099883654.0614505,560.7351536560059,-0.0776215498521267,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.061709226367533,Financial Services,Credit Services,United States,USD,0.4739985525241241,-9.736711227893055
US5949181045,MICROSOFT DL,MSFT,US5949181045,MSFT,MSFT,392.739990234375,USD,-0.3131899831259166,0.0,0.0,Seitwärts,0.0,0.0,53.6,43.2,Zyklus-neutral,34.39,31539.0,88.0,53640626176.0,3102605836288.0,305453006848.0,1.73,16.7,39.04,55.74,1386.0,76.1,"[33.4, 68.78, 0.0, 56.83, 36.18]",21.908993,40.2,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.9261744966442953, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Gehirn,481.15,0.267074156551997,0.202472110578254,0.2877880449278235,42892928.25,16845768222.028748,483.7785615539551,-0.1881823184292276,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.201480461256764,Technology,Software - Infrastructure,United States,USD,-2.2353905603506474,-0.3131899831259166
US66981J1025,MINISO GRP ADS,MNSO,US66981J1025,MNSO,MNSO,18.020000457763672,USD,-11.61746989247976,0.0,0.0,Seitwärts,0.0,0.0,45.6,60.9,Zyklus-neutral,21.17,101459.0,321.0,0.0,26843117568.0,19902461952.0,0.0,28.2,10.81,39.01,1655.0,8.67,"[56.4, 42.34, 0.0, 39.06, 40.53]",11.638044,32.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.14093959731543626, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Konsum & Lifestyle,18.79,0.516188001538881,0.3709508163104184,0.3297048348947665,701907.3,12648369.867307665,20.29590003013611,-0.1121359274037169,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.0909981258399229,Consumer Cyclical,Specialty Retail,China,USD,-0.9345798312410668,-11.61746989247976
JP3902400005,MITSUBISHI EL.,6503.T,JP3902400005,6503.T,6503.T,5991.0,JPY,156.96974875767404,23.94,0.09,BUY,5152.0,5863.86,79.6,100.0,Zyklus-Hoch,9.51,8262.0,95.0,252386869248.0,11700824702976.0,5677370048512.0,2.16,4.9,6.59,11.49,1988.0,49.55,"[9.8, 19.02, 0.0, 20.0, 0.0]",35.206493,,,,Hardware 💻,4886.0,0.3843462381256463,0.2188234241538942,0.2408453413105913,8137425.0,48751313175.0,3939.978707275391,0.5205665931486594,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.4332921339517981,Industrials,Electrical Equipment & Parts,Japan,JPY,2.061328790459971,156.96974875767404
CH0038863350,NESTLE NAM.,NESN.SW,CH0038863350,NESN.SW,NESN.SW,83.9800033569336,CHF,-0.0506855120158356,47.85,0.0,Seitwärts,0.0,0.0,53.9,95.7,Zyklus-Hoch,33.76,225855.0,389.0,5756874752.0,263371161600.0,90898997248.0,2.19,-1.8,11.34,9.54,714.0,45.54,"[0.0, 67.52, 0.0, 4.27, 21.26]",17.62689,,,,Konsum & Lifestyle,72.85,0.2038229189440963,0.1237821206586857,0.1996392657789185,4222340.8,354592194.5581177,78.00949989318848,0.0765355946637269,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.0055683345973907,Consumer Defensive,Packaged Foods,Switzerland,CHF,1.5232133917269852,-0.0506855120158356
US64110L1061,NETFLIX INC.,NFLX,US64110L1061,NFLX,NFLX,96.23999786376952,USD,-1.8520048713095985,0.0,0.0,Seitwärts,0.0,0.0,39.3,93.9,Zyklus-Hoch,42.76,63782.0,0.0,24817524736.0,355017424896.0,45183037440.0,6.99,17.6,24.3,41.9,1186.0,86.0,"[35.2, 85.52, 0.0, 6.14, 32.01]",21525.0,39.5,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.8590604026845637, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Medien & Digitales 📱,85.7,0.3629188389698783,0.2624404097352744,0.4335127747768319,53748076.75,5172714791.601721,110.14427017211914,-0.1262369098875667,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.1055391185831977,Communication Services,Entertainment,United States,USD,13.77231591232555,-1.8520048713095985
AU0000297962,NEWMONT CORP.,NEM.AX,AU0000297962,NEM.AX,NEM.AX,177.1999969482422,AUD,159.776568929834,0.0,0.0,Seitwärts,0.0,0.0,76.4,43.9,Zyklus-neutral,22.88,16914.0,90.0,9337749504.0,182633725952.0,21503000576.0,5.11,20.0,33.42,53.42,2039.0,11.57,"[40.0, 45.76, 0.0, 56.08, 21.98]",13.116383,33.6,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.261744966442953, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Edelmetalle ⛏️,180.94,0.4117429760586262,0.325867629321863,0.2119231991491403,461765.15,81824783.1708046,125.00760429382323,0.4175137420579926,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.3691862800649566,Basic Materials,Gold,United States,AUD,0.911156485828002,159.776568929834
US6541061031,NIKE INC. B,NKE,US6541061031,NKE,NKE,62.18000030517578,USD,-19.87826890690048,0.0,0.0,Seitwärts,0.0,0.0,45.6,61.5,Zyklus-neutral,17.95,80099.0,260.0,2576624896.0,96260366336.0,46513000448.0,2.68,0.6,5.43,6.03,2063.0,83.37,"[1.2, 35.9, 0.0, 38.51, 21.93]",27.24181,28.1,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.7181208053691275, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Konsum & Lifestyle,63.42,0.4169377417651533,0.295316589419749,0.3259521418060177,14881033.3,925302655.135331,66.9836123085022,-0.0717132420569187,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.0395165888029569,Consumer Cyclical,Footwear & Accessories,United States,USD,-2.767788016649142,-19.87826890690048
DK0062498333,NOVO-NORDISK,NOVO-B.CO,DK0062498333,NOVO-B.CO,NOVO-B.CO,237.8999938964844,DKK,-61.87227107340747,0.0,0.0,Seitwärts,0.0,0.0,34.8,31.0,Zyklus-neutral,60.7,67488.0,505.0,376875008.0,1503633735680.0,309064007680.0,0.03,-7.6,33.14,25.54,0.8,32.25,"[0.0, 100.0, 0.0, 68.95, 28.64]",14.181444,32.5,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.825503355704698, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Pharma & Gesundheit,393.95,0.5626868509876175,0.4828065215997024,0.620319999501261,11901759.45,2831428500.512425,364.6859407043457,-0.3476578958952735,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.2630882533663594,Healthcare,Drug Manufacturers - General,Denmark,DKK,-0.2933831471603421,-61.87227107340747
