Ticker,Name,Yahoo,Akt. Kurs,Währung,Perf %,Score,CRV,Elliott-Signal,Elliott-Einstieg,Elliott-Ausstieg,MC-Chance,Zyklus %,Zyklus-Status,ROE %,Debt/Equity,Div. Rendite %,FCF,Enterprise Value,Revenue,FCF Yield %,Growth %,Margin %,Rule of 40,Current Ratio,Institutional Ownership %,Radar Vector,PE,ConfidenceScore,ConfidenceLabel,ConfidenceBreakdown,ISIN,Symbol,YahooSymbol,Sektor,Akt. Kurs [€],Volatility,DownsideDev,MaxDrawdown,AvgVolume,DollarVolume,SMA200,Trend200,MarketRegimeStock,MarketTrend200Stock,MarketRegimeCrypto,MarketTrend200Crypto,MarketDate,RS3M,Sector,Industry,Country,Currency
FCX,FREEPORT-MCMORAN,FCX,63.26,USD,-0.55,0.0,0.0,Seitwärts,0.0,0.0,65.4,37.1,Zyklus-neutral,13.95,33.768,95.0,1371124992.0,106995998720.0,25915000832.0,1.28,-1.5,8.51,7.01,2.291,85.98,"[0.0, 27.9, 0.0, 62.93, 14.34]",18.48081,28.3,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.738255033557047, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",,FCX,FCX,Fundament,62.52,0.032016,0.026743,0.322251,19074483.33,1206651783.65,44.5137,0.421135,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.558438,,,,
DE0005785802,FRESEN.MED.CARE,,11.54,USD,0.0,10.02,0.0,Seitwärts,0.0,0.0,60.1,93.6,Zyklus-Hoch,0.0,72.403,749.0,0.0,1.0,28795244.0,0.0,0.0,-80.39,-80.39,0.247,14.23,"[0.0, 0.0, 0.0, 6.36, 25.0]",0.0,,,,DE0005785802,DE0005785802,DE0005785802,Pharma & Gesundheit,37.13,0.005283,0.004086,0.071835,91903.33,1060564.46,11.0255,0.046668,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.012915,,,,
GB00B2QPKJ12,FRESNILLO PLC,GB00B2QPKJ12,3800.0,GBp,-2.01,96.25,5.71,BUY,4472.0,5968.4,85.5,21.4,Zyklus-neutral,13.85,20.456,90.0,1243160320.0,27399075840.0,3944284928.0,4.54,30.1,11.56,41.66,5.092,15.79,"[60.2, 27.7, 0.0, 98.63, 15.53]",15.260902,,,,GB00B2QPKJ12,GB00B2QPKJ12,GB00B2QPKJ12,Edelmetalle ⛏️,4140.0,0.031058,0.021187,0.208524,1315237.4,4997902120.0,2185.322,0.738874,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.610452,,,,
CA38171A2092,GOLIATH RES,CA38171A2092,2.47,CAD,1.65,0.0,0.0,Seitwärts,0.0,0.0,50.2,50.0,Zyklus-neutral,-164.74,100.0,0.0,-20772268.0,394225856.0,1.0,-5.27,0.0,0.0,0.0,5.955,11.76,"[0.0, 0.0, 0.0, 50.0, 88.14]",-13.722221,14.6,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.03355704697986572, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CA38171A2092,CA38171A2092,CA38171A2092,Edelmetalle ⛏️,2.56,0.048508,0.0318,0.483271,452253.33,1117065.75,2.4511,0.007701,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.139642,,,,
US4227041062,HECLA MNG,US4227041062,22.98,USD,-4.01,0.0,0.0,Seitwärts,0.0,0.0,73.7,12.4,Zyklus-Tief,8.88,11.711,7.0,107837000.0,15551884288.0,1224562944.0,0.69,67.1,16.27,83.37,2.153,80.04,"[100.0, 17.76, 0.0, 87.58, 22.19]",21.58091,30.3,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.6040268456375839, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US4227041062,US4227041062,US4227041062,Edelmetalle ⛏️,28.27,0.045155,0.030624,0.330085,24938640.0,573089935.78,12.0136,0.912828,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.621545,,,,
US45337C1027,INCYTE DL,US45337C1027,100.05,USD,-8.24,0.0,0.0,Seitwärts,0.0,0.0,66.1,14.5,Zyklus-Tief,30.39,0.887,0.0,531249760.0,18516510720.0,4813105152.0,2.87,20.0,24.7,44.7,3.195,106.03,"[40.0, 60.78, 55.65, 85.47, 21.36]",11.185932,35.8,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.4832214765100671, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US45337C1027,US45337C1027,US45337C1027,Pharma & Gesundheit,103.95,0.022389,0.016097,0.258468,2087193.33,208823699.37,84.9469,0.177795,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.090524,,,,
IFX.DE,INFINEON TECH.,IFX.DE,42.87,EUR,2.08,0.0,0.0,Seitwärts,0.0,0.0,57.6,40.9,Zyklus-neutral,5.71,41.673,83.0,1671250048.0,61230231552.0,14899999744.0,2.73,7.0,6.88,13.88,1.721,55.03,"[14.0, 11.42, 0.0, 59.12, 22.1]",18.915174,25.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.4429530201342282, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",,IFX.DE,IFX.DE,Gehirn,42.32,0.023262,0.014926,0.367909,3827960.75,164085543.97,35.6191,0.203429,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.229139,,,,
US4571871023,INGREDION INC,US4571871023,118.72,USD,-0.48,50.62,0.76,BUY,117.01,127.79,47.5,29.1,Zyklus-neutral,18.1,41.609,275.0,379000000.0,8264359936.0,7218999808.0,4.59,-2.4,10.1,7.7,2.663,97.61,"[0.0, 36.2, 0.0, 90.9, 22.78]",10.015725,,,,US4571871023,US4571871023,US4571871023,Konsum & Lifestyle,116.93,0.011911,0.008748,0.239389,676436.67,80306561.89,122.2955,-0.029237,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.067924,,,,
US47215P1066,JD.COM ADR,US47215P1066,28.35,USD,1.21,0.0,0.0,Seitwärts,0.0,0.0,39.9,39.2,Zyklus-neutral,11.72,36.821,353.0,-13451249664.0,68616331264.0,1303786946560.0,-19.6,14.9,2.47,17.37,1.198,15.54,"[29.8, 23.44, 0.0, 60.83, 42.95]",9.074207,26.1,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.5167785234899329, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US47215P1066,US47215P1066,US47215P1066,E-Commerce,29.49,0.023744,0.014645,0.377894,10195671.67,289047295.64,31.8594,-0.110152,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.14278,,,,
JP3236200006,KEYENCE CORP.,JP3236200006,56630.0,JPY,2.37,0.0,0.0,Seitwärts,0.0,0.0,45.7,38.5,Zyklus-neutral,0.0,100.0,97.0,0.0,12400190291968.0,1118560059392.0,0.0,0.0,0.0,0.0,13.552,35.37,"[0.0, 0.0, 0.0, 61.55, 21.55]",30.325748,30.5,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.959731543624161, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",JP3236200006,JP3236200006,JP3236200006,Hardware 💻,58890.0,0.02008,0.012102,0.219456,740020.0,41907332600.0,57395.1625,-0.013331,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.018056,,,,
US5006311063,KOREA EL. PWR ADR 1/2,US5006311063,20.9,USD,-3.82,106.73,5.08,BUY,23.41,31.51,78.5,12.6,Zyklus-Tief,19.12,279.916,45.0,1394938609664.0,127486264344576.0,97275598602240.0,1.09,5.6,8.47,14.07,0.481,1.78,"[11.2, 38.24, 0.0, 100.0, 30.73]",3.3700979,,,,US5006311063,US5006311063,US5006311063,Energie,21.38,0.031709,0.017955,0.15587,545110.0,11392798.79,14.5062,0.440758,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.335024,,,,
US54951L1098,LUCKIN COFFEE,US54951L1098,37.1,USD,-0.8,0.0,0.0,Seitwärts,0.0,0.0,56.1,90.2,Zyklus-Hoch,27.39,41.484,0.0,6359557632.0,94941388800.0,46124539904.0,6.7,50.2,8.48,58.68,1.66,7.79,"[100.0, 54.78, 0.0, 9.77, 32.51]",16.32204,33.6,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.26845637583892623, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US54951L1098,US54951L1098,US54951L1098,Konsum & Lifestyle,32.6,0.031643,0.020978,0.269586,1988441.67,73771182.8,36.4023,0.019168,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.045236,,,,
US5502411037,LUMEN TECHN.,US5502411037,7.78,USD,0.13,0.0,0.0,Seitwärts,0.0,0.0,60.8,49.3,Zyklus-neutral,0.0,100.0,0.0,-5826500096.0,24455852032.0,12401999872.0,-23.82,-8.7,-14.02,-22.72,1.802,69.05,"[0.0, 0.0, 0.0, 50.71, 38.17]",-28.083603,17.9,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.36241610738255026, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US5502411037,US5502411037,US5502411037,Medien & Digitales 📱,9.32,0.052399,0.031941,0.473373,13811318.33,107452059.53,6.1868,0.257516,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.295026,,,,
FR0000121014,LVMH EO,FR0000121014,537.7,EUR,0.43,46.85,0.0,Seitwärts,0.0,0.0,40.1,46.6,Zyklus-neutral,16.24,53.342,243.0,11704625152.0,291645456384.0,80807002112.0,4.01,-4.7,13.46,8.76,1.584,18.38,"[0.0, 32.48, 0.0, 53.38, 24.94]",20.029936,,,,FR0000121014,FR0000121014,FR0000121014,Konsum & Lifestyle,589.3,0.020012,0.013101,0.376986,392209.92,210891276.98,536.2462,0.002711,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.156853,,,,
CA5589221004,MAGMA SILVER,CA5589221004,0.33,CAD,-8.33,0.0,0.0,Seitwärts,0.0,0.0,60.8,23.3,Zyklus-neutral,-2465.46,100.0,0.0,-1205764.0,23695312.0,1.0,-5.09,0.0,0.0,0.0,4.323,0.0,"[0.0, 0.0, 0.0, 76.72, 25.0]",0.0,14.3,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CA5589221004,CA5589221004,CA5589221004,Edelmetalle ⛏️,0.36,0.085641,0.038818,0.653061,321907.05,106229.33,0.2147,0.53685,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.432097,,,,
US57636Q1040,MASTERCARD INC,US57636Q1040,540.39,USD,0.95,0.0,0.0,Seitwärts,0.0,0.0,45.5,58.4,Zyklus-neutral,209.91,245.288,64.0,16265374720.0,491219648512.0,32790999040.0,3.31,17.6,45.65,63.25,1.035,91.48,"[35.2, 100.0, 0.0, 41.63, 24.28]",23.911453,38.8,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.785234899328859, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US57636Q1040,US57636Q1040,US57636Q1040,Finanzen,521.34,0.014685,0.011304,0.167254,3435461.67,1856489180.37,562.8312,-0.039872,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.054078,,,,
MSFT,MICROSOFT DL,MSFT,413.27,USD,-0.08,0.0,0.0,Seitwärts,0.0,0.0,53.6,43.2,Zyklus-neutral,34.39,31.539,88.0,53640626176.0,3102605836288.0,305453006848.0,1.73,16.7,39.04,55.74,1.386,76.1,"[33.4, 68.78, 0.0, 56.83, 36.18]",21.908993,40.2,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.9261744966442953, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",,MSFT,MSFT,Gehirn,481.15,0.016606,0.012599,0.272406,30506641.67,12607479466.43,486.1851,-0.149974,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.201182,,,,
US66981J1025,MINISO GRP ADS,US66981J1025,19.23,USD,0.73,0.0,0.0,Seitwärts,0.0,0.0,45.6,60.9,Zyklus-neutral,21.17,101.459,321.0,0.0,26843117568.0,19902461952.0,0.0,28.2,10.81,39.01,1.655,8.67,"[56.4, 42.34, 0.0, 39.06, 40.53]",11.638044,32.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.14093959731543626, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US66981J1025,US66981J1025,US66981J1025,Konsum & Lifestyle,18.79,0.033413,0.024782,0.356859,641976.67,12345211.01,20.2434,-0.050061,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.104686,,,,
JP3902400005,MITSUBISHI EL.,JP3902400005,5814.0,JPY,1.06,23.94,0.09,BUY,5152.0,5863.86,79.6,100.0,Zyklus-Hoch,9.51,8.262,95.0,252386869248.0,11700824702976.0,5677370048512.0,2.16,4.9,6.59,11.49,1.988,49.55,"[9.8, 19.02, 0.0, 20.0, 0.0]",35.206493,,,,JP3902400005,JP3902400005,JP3902400005,Hardware 💻,4886.0,0.023985,0.013599,0.240845,5985788.33,34801373370.0,3767.6596,0.543133,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.294648,,,,
CH0038863350,NESTLE NAM.,CH0038863350,78.92,CHF,0.68,47.85,0.0,Seitwärts,0.0,0.0,53.9,95.7,Zyklus-Hoch,33.76,225.855,389.0,5756874752.0,263371161600.0,90898997248.0,2.19,-1.8,11.34,9.54,0.714,45.54,"[0.0, 67.52, 0.0, 4.27, 21.26]",17.62689,,,,CH0038863350,CH0038863350,CH0038863350,Konsum & Lifestyle,72.85,0.013465,0.007858,0.199639,3669254.4,289577550.53,78.4245,0.006318,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.036088,,,,
US64110L1061,NETFLIX INC.,US64110L1061,82.21,USD,0.91,0.0,0.0,Seitwärts,0.0,0.0,39.3,93.9,Zyklus-Hoch,42.76,63.782,0.0,24817524736.0,355017424896.0,45183037440.0,6.99,17.6,24.3,41.9,1.186,86.0,"[35.2, 85.52, 0.0, 6.14, 32.01]",21.525,39.5,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.8590604026845637, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US64110L1061,US64110L1061,US64110L1061,Medien & Digitales 📱,85.7,0.020501,0.016059,0.403045,46748213.33,3843170575.33,112.1318,-0.266845,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.289684,,,,
AU0000297962,NEWMONT CORP.,AU0000297962,171.49,AUD,2.39,0.0,0.0,Seitwärts,0.0,0.0,76.4,43.9,Zyklus-neutral,22.88,16.914,90.0,9337749504.0,182633725952.0,21503000576.0,5.11,20.0,33.42,53.42,2.039,11.57,"[40.0, 45.76, 0.0, 56.08, 21.98]",13.116383,33.6,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.261744966442953, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",AU0000297962,AU0000297962,AU0000297962,Edelmetalle ⛏️,180.94,0.025926,0.020143,0.211923,402010.08,68940711.4,119.4025,0.436234,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.2786,,,,
US6541061031,NIKE INC. B,US6541061031,63.04,USD,1.01,0.0,0.0,Seitwärts,0.0,0.0,45.6,61.5,Zyklus-neutral,17.95,80.099,260.0,2576624896.0,96260366336.0,46513000448.0,2.68,0.6,5.43,6.03,2.063,83.37,"[1.2, 35.9, 0.0, 38.51, 21.93]",27.24181,28.1,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.7181208053691275, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US6541061031,US6541061031,US6541061031,Konsum & Lifestyle,63.42,0.026467,0.018555,0.344841,18065246.67,1138833166.41,66.5826,-0.053206,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.003939,,,,
DK0062498333,NOVO-NORDISK,DK0062498333,314.95,DKK,1.27,0.0,0.0,Seitwärts,0.0,0.0,34.8,31.0,Zyklus-neutral,60.7,67.488,505.0,376875008.0,1503633735680.0,309064007680.0,0.03,-7.6,33.14,25.54,0.8,32.25,"[0.0, 100.0, 0.0, 68.95, 28.64]",14.181444,32.5,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.825503355704698, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",DK0062498333,DK0062498333,DK0062498333,Pharma & Gesundheit,393.95,0.034322,0.028058,0.560614,8149483.2,2566679833.32,374.2495,-0.158449,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.008507,,,,
NVDA,NVIDIA CORP.,NVDA,188.54,USD,-0.79,0.0,0.0,Seitwärts,0.0,0.0,60.0,73.6,Zyklus-neutral,107.36,9.102,2.0,53282873344.0,4531735756800.0,187141996544.0,1.18,62.5,53.01,115.51,4.468,69.59,"[100.0, 100.0, 0.0, 26.36, 30.04]",24.441496,45.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.6, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.9463087248322147, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",,NVDA,NVDA,Gehirn,186.47,0.028152,0.019075,0.326824,181176088.33,34158938477.97,170.5083,0.105753,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.032441,,,,
US6745991058,OCCIDENTAL PET.,US6745991058,46.27,USD,-0.84,41.42,1.07,BUY,46.95,51.24,47.2,75.7,Zyklus-neutral,5.96,62.221,206.0,3033125120.0,75094687744.0,26601000960.0,4.04,-7.7,8.17,0.47,0.935,51.31,"[0.0, 11.92, 0.0, 44.3, 7.41]",41.212414,,,,US6745991058,US6745991058,US6745991058,Energie,44.53,0.023559,0.018469,0.303237,10098211.67,467244258.44,42.9315,0.077764,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.092005,,,,
US6821891057,ON SEMICOND.,US6821891057,67.38,USD,3.5,56.36,1.76,BUY,66.86,79.21,59.9,88.0,Zyklus-Hoch,1.5,39.064,0.0,1250724992.0,27005202432.0,5995400192.0,4.63,-11.2,2.02,-9.18,4.522,109.63,"[0.0, 3.0, 0.0, 31.95, 17.06]",16.742908,,,,US6821891057,US6821891057,US6821891057,Gehirn,63.03,0.037033,0.024946,0.426803,9457910.0,637273949.82,51.9871,0.296092,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.37417,,,,
US68622V1061,ORGANON + CO.,US68622V1061,7.81,USD,-1.26,0.0,0.0,Seitwärts,0.0,0.0,37.4,0.0,Zyklus-Tief,71.62,974.393,102.0,394000000.0,10186466304.0,6301000192.0,3.87,1.3,7.95,9.25,1.754,76.86,"[2.6, 100.0, 0.0, 100.0, 33.89]",2.035662,21.2,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.19463087248322153, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US68622V1061,US68622V1061,US68622V1061,Pharma & Gesundheit,8.98,0.039431,0.03528,0.605198,5370355.0,41942472.24,8.9553,-0.127892,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.120448,,,,
PLTR,PALANTIR TECHN.,PLTR,139.51,USD,-2.38,0.0,0.0,Seitwärts,0.0,0.0,54.0,30.5,Zyklus-neutral,25.98,3.063,0.0,1260918400.0,326150029312.0,4475445760.0,0.39,70.0,36.31,106.31,7.11,60.57,"[100.0, 51.96, 0.0, 69.5, 4.56]",77.01267,38.1,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.6, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.8791946308724832, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",,PLTR,PLTR,Gehirn,167.47,0.039707,0.02937,0.406115,44845473.33,6256391738.39,160.4967,-0.130761,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.250497,,,,
CA6979001089,PAN AMER. SILVER,CA6979001089,80.41,CAD,0.5,0.0,0.0,Seitwärts,0.0,0.0,71.7,41.7,Zyklus-neutral,11.29,13.316,97.0,996537472.0,33913999360.0,3254799872.0,2.94,19.3,19.48,38.78,2.313,68.03,"[38.6, 22.58, 0.0, 58.27, 22.51]",16.049044,29.2,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.32885906040268464, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CA6979001089,CA6979001089,CA6979001089,Edelmetalle ⛏️,87.0,0.033037,0.026267,0.207959,1100598.33,88499116.01,51.3876,0.564774,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.505245,,,,
US70450Y1038,PAYPAL HDGS,US70450Y1038,41.49,USD,0.83,0.0,0.0,Seitwärts,0.0,0.0,30.9,29.5,Zyklus-neutral,25.73,60.703,135.0,3274249984.0,40072372224.0,33172000768.0,8.17,3.7,15.78,19.48,1.287,82.92,"[7.4, 51.46, 0.0, 70.46, 34.62]",7.116504,37.5,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.6510067114093959, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US70450Y1038,US70450Y1038,US70450Y1038,Finanzen,55.47,0.025468,0.022991,0.491322,19821906.67,822410940.87,66.349,-0.37467,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.406573,,,,
FR0000120693,PERNOD RICARD,FR0000120693,83.06,EUR,3.75,47.43,0.0,Seitwärts,0.0,0.0,42.0,100.0,Zyklus-Hoch,10.14,77.61,587.0,1170000000.0,32680491008.0,10958999552.0,3.58,-4.5,14.84,10.34,1.916,57.28,"[0.0, 20.28, 0.0, 0.0, 27.33]",13.442283,,,,FR0000120693,FR0000120693,FR0000120693,Konsum & Lifestyle,72.92,0.016606,0.009973,0.280343,656910.8,54563009.44,84.0912,-0.012263,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,-0.011181,,,,
CNE1000003W8,PETROCHINA CO.,CNE1000003W8,9.36,HKD,0.54,0.0,0.0,Seitwärts,0.0,0.0,72.7,69.6,Zyklus-neutral,10.21,20.439,552.0,37757001728.0,1962411294720.0,2849543028736.0,1.92,2.3,5.55,7.85,1.148,26.73,"[4.6, 20.42, 0.0, 30.38, 21.24]",9.865313,27.6,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.6644295302013423, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CNE1000003W8,CNE1000003W8,CNE1000003W8,Energie,8.81,0.017743,0.017147,0.190031,104329038.0,976519759.86,7.4803,0.251286,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.026655,,,,
US7170811035,PFIZER INC.,US7170811035,27.61,USD,2.07,42.81,0.48,BUY,26.83,28.94,60.4,100.0,Zyklus-Hoch,8.58,66.531,636.0,0.0,204229378048.0,62578999296.0,0.0,-1.2,12.42,11.22,1.0,68.0,"[0.0, 17.16, 0.0, 20.0, 21.85]",9.772898,,,,US7170811035,US7170811035,US7170811035,Pharma & Gesundheit,26.43,0.016686,0.011089,0.192595,53193953.33,1468685084.0,23.9697,0.15187,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.11453,,,,
US6934831099,POSCO HOL.ADR,US6934831099,63.73,USD,0.27,64.89,2.86,BUY,65.49,81.98,67.1,47.7,Zyklus-neutral,0.81,45.676,278.0,0.0,19552163332096.0,69095001161728.0,0.0,-5.4,0.95,-4.45,1.896,2.67,"[0.0, 1.62, 0.0, 72.33, 23.17]",12.655211,,,,US6934831099,US6934831099,US6934831099,Fundament,63.17,0.026449,0.013843,0.255735,184406.67,11752236.78,52.3091,0.218336,bull,0.07484089439742303,bear,-0.3370805524066197,2026-02-11,0.196214,,,,
